source_url	parsed_url
http://facebook.com	https://static.xx.fbcdn.net/rsrc.php/yz/r/KFyVIAWzntM.ico
http://facebook.com	https://zh-cn.facebook.com/
http://facebook.com	http://facebook.com/directory/pages/
http://facebook.com	https://developers.facebook.com/?ref=pf
http://facebook.com	https://es-es.facebook.com/
http://facebook.com	https://sl-si.facebook.com/
http://facebook.com	http://facebook.com/local/lists/245019872666104/
http://facebook.com	https://bs-ba.facebook.com/
http://facebook.com	https://static.xx.fbcdn.net/rsrc.php/v3isul4/yN/l/ru_RU/StyBObOyRhe.js?_nc_x=Ij3Wp8lg5Kz
http://facebook.com	https://m.facebook.com/
http://facebook.com	https://www.oculus.com/
http://facebook.com	https://el-gr.facebook.com/
http://facebook.com	https://fr-ca.facebook.com/
http://facebook.com	http://facebook.com/settings
http://facebook.com	https://www.facebook.com/recover/initiate?lwv=110&amp;ars=royal_blue_bar
http://facebook.com	https://th-th.facebook.com/
http://facebook.com	https://de-de.facebook.com/
http://facebook.com	https://ar-ar.facebook.com/
http://facebook.com	http://facebook.com/policies/cookies/
http://facebook.com	https://ca-es.facebook.com/
http://facebook.com	https://www.facebook.com/
http://facebook.com	https://www.facebook.com/watch/
http://yahoo.com	https://news.yahoo.com/
http://yahoo.com	http://yahoo.com/sports/raiders-open-stadium-doors-reveal-141001019.html
http://yahoo.com	https://www.verizonmedia.com/policies/us/en/verizonmedia/privacy/adinfo/index.html
http://yahoo.com	https://mail.yahoo.com/?.src=fp
http://yahoo.com	https://s.yimg.com/aaq/fp/css/tdv2-wafer-trending/atomic.ltr.fc0e8221.css
http://yahoo.com	https://sports.yahoo.com/
http://yahoo.com	https://login.yahoo.com/account/preferences?lang=en-US&amp;region=US
http://yahoo.com	http://yahoo.com/entertainment/lea-michele-controversy-glee-actors-040014922.html
http://yahoo.com	https://s.yimg.com/aaq/fp/css/tdv2-wafer-ntk/custom.desktop.a69916e0.css
http://yahoo.com	https://www.yahoo.com/lifestyle/horoscope/gemini/daily-20200605.html
http://yahoo.com	https://s.yimg.com/os/yc/css/bundle.c60a6d54.css
http://yahoo.com	https://www.verizonmedia.com/policies/us/en/verizonmedia/privacy/index.html
http://yahoo.com	https://s.yimg.com/aaq/fp/css/tdv2-wafer-ntk/atomic.desktop.ltr.869324d1.css
http://yahoo.com	http://yahoo.com/news/universal-takes-first-steps-reviving-140614782.html
http://yahoo.com	https://s.yimg.com/aaq/fp/css/tdv2-wafer-user-intent/atomic.desktop.ltr.d786b1b4.css
http://yahoo.com	http://yahoo.com/news/felt-super-safe-universal-orlando-135928309.html
http://yahoo.com	http://yahoo.com/lifestyle/lea-michele-apologizes-her-glee-130000894.html
http://yahoo.com	https://www.yahoo.com/entertainment/
http://yahoo.com	https://news.yahoo.com/politics/
http://yahoo.com	http://yahoo.com/news/another-man-said-cant-breathe-122007254.html
http://yahoo.com	http://video-api.yql.yahoo.com
http://yahoo.com	https://ad.doubleclick.net/ddm/trackclk/N360801.1913355YAHOOADMANAGER/B23741416.273229191;dc_trk_aid=464059855;dc_trk_cid=129709479;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=
http://yahoo.com	http://search.yahoo.com
http://yahoo.com	http://yahoo.com/news/george-floyd-protests-georgia-official-141440035.html
http://yahoo.com	https://s.yimg.com/aaq/fp/css/tdv2-wafer-header/atomic.ltr.9c2b14fb.css
http://yahoo.com	http://yahoo.com/lifestyle/horoscope/Capricorn/daily-20200605.html
http://yahoo.com	https://s.yimg.com/aaq/fp/css/tdv2-wafer-hpsetpromo/atomic.ltr.dd29fb9a.css
http://yahoo.com	http://yahoo.com/lifestyle/horoscope/Leo/daily-20200605.html
http://yahoo.com	https://s.yimg.com/aaq/fp/css/tdv2-wafer-stream/atomic.desktop.ltr.b1591966.css
http://yahoo.com	http://yahoo.com/gma/following-obama-clinton-bush-former-president-jimmy-carter-005223050.html
http://yahoo.com	https://yahoo.uservoice.com/forums/341361-yahoo-home
http://yahoo.com	http://yahoo.com/news/minneapolis-remembers-george-floyd-story-154800444.html
http://yahoo.com	https://shopping.yahoo.com/
http://yahoo.com	http://geo.yahoo.com
http://yahoo.com	https://search.yahoo.com/search?p=AARP+Car+Insurance&amp;fr=fp-tts&amp;fr2=p:fp,m:tn,ct:all,kt:rev,pg:1,stl:crsl,b:
http://yahoo.com	https://search.yahoo.com/search?p=Vanessa+Morgan&amp;fr=fp-tts&amp;fr2=p:fp,m:tn,ct:all,kt:org,pg:1,stl:crsl,b:
http://yahoo.com	http://yahoo.com/lifestyle/horoscope/Libra/daily-20200605.html
http://yahoo.com	https://s.yimg.com/aaq/c/63be74a.caas-scrappy.min.css
http://yahoo.com	https://search.yahoo.com/search?p=Adobe+Sign&amp;fr=fp-tts&amp;fr2=p:fp,m:tn,ct:all,kt:rev,pg:1,stl:crsl,b:
http://yahoo.com	https://ad.doubleclick.net/ddm/trackclk/N360801.1913355YAHOOADMANAGER/B23644564.273195394;dc_trk_aid=460391435;dc_trk_cid=127172993;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=
http://yahoo.com	http://yahoo.com/news/ex-minneapolis-cop-told-other-204547488.html?bcmt=1
http://yahoo.com	https://search.yahoo.com/opensearch.xml
http://yahoo.com	http://yahoo.com/finance/news/teslas-elon-musk-calls-breakup-190553605.html
http://yahoo.com	https://s.yimg.com/aaq/fp/css/tdv2-wafer-header/custom.desktop.1c7eb152.css
http://yahoo.com	http://yahoo.com#Aside
http://yahoo.com	http://yahoo.com/news/graphic-man-falls-bleeds-shove-040004564.html
http://yahoo.com	http://yahoo.com/sports/le-bron-james-turns-laura-ingraham-shut-up-and-dribble-into-a-statement-on-police-brutality-002829456.html
http://yahoo.com	https://s.yimg.com/nn/lib/metro/g/myy/video_styles_0.0.69.css
